curvature	seed	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_mlp_rmse	tangent_mlp_time	ambient_mlp_rmse	ambient_mlp_time	tangent_gnn_rmse	tangent_gnn_time	ambient_gnn_rmse	ambient_gnn_time
0.0	55	0.20355467	0.009563207626342773	0.2009127	0.11007022857666016	0.6680008499908647	0.1408097743988037	0.6680008499908647	0.14574122428894043	0.6680008499908647	0.41683149337768555	0.6680008499908647	0.42989182472229004
0.0	56	0.20890266	0.009505987167358398	0.20677866	0.10940027236938477	0.5965088478499002	0.15414834022521973	0.5965088478499002	0.15099310874938965	0.5965088478499002	0.4778106212615967	0.5965088478499002	0.46250057220458984
0.0	57	0.23261762	0.010154485702514648	0.21989442	0.11425566673278809	0.5584109505291402	0.13153600692749023	0.5584109505291402	0.13754582405090332	0.5584109505291402	0.4076695442199707	0.5584109505291402	0.4294300079345703
0.0	58	0.20355962	0.009965658187866211	0.20047311	0.1149454116821289	0.49266966072767493	0.13383197784423828	0.49266966072767493	0.13730263710021973	0.49266966072767493	0.436354398727417	0.49266966072767493	0.47967004776000977
0.0	59	0.18031847	0.011121749877929688	0.18152289	0.13107728958129883	0.5465197268594643	0.13167905807495117	0.5465197268594643	0.1380929946899414	0.5465197268594643	0.4219386577606201	0.5465197268594643	0.4426751136779785
0.25	60	0.21680105	0.00968623161315918	0.21186547	0.111480712890625	0.6072621309782298	0.1339116096496582	0.6072621309782298	0.1407794952392578	0.6072621309782298	0.4304044246673584	0.6072621309782298	0.43592214584350586
0.25	61	0.23533897	0.009749889373779297	0.23546273	0.1105337142944336	0.551210091299694	0.15605688095092773	0.551210091299694	0.15122318267822266	0.551210091299694	0.45791053771972656	0.551210091299694	0.4581940174102783
0.25	62	0.21518655	0.013208627700805664	0.20921922	0.10793375968933105	0.5919869843034627	0.1343221664428711	0.5919869843034627	0.14118194580078125	0.5919869843034627	0.464371919631958	0.5919869843034627	0.47487878799438477
0.25	63	0.19507156	0.009546995162963867	0.19123162	0.11021018028259277	0.4710273852457961	0.15679383277893066	0.4710273852457961	0.14869999885559082	0.4710273852457961	0.5473248958587646	0.4710273852457961	0.5760605335235596
0.25	64	0.20358764	0.009814023971557617	0.19806585	0.11165642738342285	0.5001445449059099	0.13911843299865723	0.5001445449059099	0.14528751373291016	0.5001445449059099	0.4658539295196533	0.5001445449059099	0.4827077388763428
0.25	65	0.23484081	0.009522676467895508	0.23208256	0.1064448356628418	0.5735492373206622	0.1414191722869873	0.5735492373206622	0.14642882347106934	0.5735492373206622	0.5057797431945801	0.5735492373206622	0.5895843505859375
