signature	seed	sklearn_dt_rmse	sklearn_dt_time	sklearn_rf_rmse	sklearn_rf_time	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_dt_rmse	tangent_dt_time	tangent_rf_rmse	tangent_rf_time	knn_rmse	knn_time	tangent_mlp_rmse	tangent_mlp_time	ambient_mlp_rmse	ambient_mlp_time	tangent_gnn_rmse	tangent_gnn_time	ambient_gnn_rmse	ambient_gnn_time
SE	439	0.2266379667357236	0.004081249237060547	0.16080622553021706	0.026365041732788086	0.21523279	0.9771053791046143	0.15683147	8.632012367248535	0.22143994040303622	0.0038285255432128906	0.16940496084760923	0.027524709701538086	0.17074811	0.002939939498901367	0.5585917949624687	0.6586215496063232	0.5585917949624687	0.6911764144897461	0.5585917949624687	2.10373592376709	0.5585917949624687	2.1449477672576904
SE	440	0.253430208661857	0.00389862060546875	0.1822456153484872	0.02619147300720215	0.26183015	0.9564886093139648	0.1876418	8.621316909790039	0.27289377817608845	0.0031595230102539062	0.1830821519908104	0.0264892578125	0.19647881	0.002890348434448242	0.6102535083132798	0.6541330814361572	0.6102535083132798	0.6833963394165039	0.6102535083132798	2.081144094467163	0.6102535083132798	2.1267170906066895
SE	441	0.26302185952598045	0.00393986701965332	0.1818480326314342	0.026402711868286133	0.2574977	0.9722790718078613	0.18513581	8.439650058746338	0.25014706731804026	0.003113985061645508	0.18498401107849546	0.026436328887939453	0.18911962	0.002800464630126953	0.5851112902984131	0.653057336807251	0.5851112902984131	0.6873345375061035	0.5851112902984131	2.1071293354034424	0.5851112902984131	2.152644395828247
SE	442	0.2925323245760909	0.0037255287170410156	0.2143685749205732	0.026702165603637695	0.27056587	0.9796967506408691	0.21297015	8.90011739730835	0.273323685137569	0.0031402111053466797	0.20674622649458904	0.02654266357421875	0.2094098	0.002977609634399414	0.6193110072443713	0.6681687831878662	0.6193110072443713	0.6998622417449951	0.6193110072443713	2.0659401416778564	0.6193110072443713	2.15065336227417
SE	443	0.2942543525861598	0.0035500526428222656	0.1963431330530141	0.02634572982788086	0.28371438	0.962165355682373	0.21278585	8.766439437866211	0.2908423753430448	0.0031256675720214844	0.21926333831209868	0.02650618553161621	0.20528111	0.003063678741455078	0.5266110212312997	0.653109073638916	0.5266110212312997	0.6936976909637451	0.5266110212312997	2.0835750102996826	0.5266110212312997	2.1737985610961914
SE	444	0.2895355056824623	0.003992557525634766	0.21597749197526794	0.026285171508789062	0.28444037	1.0253052711486816	0.22472283	8.856488704681396	0.2992176280663766	0.0030972957611083984	0.22139014729042766	0.027639150619506836	0.21806912	0.002977609634399414	0.5058574681053505	0.660804271697998	0.5058574681053505	0.6862874031066895	0.5058574681053505	2.1252200603485107	0.5058574681053505	2.1904075145721436
SE	445	0.2322323043341692	0.00436711311340332	0.17375659106872454	0.025959253311157227	0.23124123	1.0148539543151855	0.172459	8.93933892250061	0.24614074250665346	0.0029985904693603516	0.18538607034494306	0.01582932472229004	0.17701955	0.0029191970825195312	0.45669646979789236	0.6572713851928711	0.45669646979789236	0.693805456161499	0.45669646979789236	2.097327709197998	0.45669646979789236	2.1435039043426514
SE	446	0.2432786026477272	0.0039746761322021484	0.18303000535192226	0.026675939559936523	0.24395901	0.9874000549316406	0.18971303	8.848050117492676	0.255515475772018	0.003378629684448242	0.1885875091944816	0.026391029357910156	0.1903128	0.0028333663940429688	0.5951045053576991	0.6687910556793213	0.5951045053576991	0.699852705001831	0.5951045053576991	2.116481304168701	0.5951045053576991	2.1568007469177246
SE	447	0.30564446464264977	0.003843545913696289	0.2255840543573997	0.025968074798583984	0.31236655	0.9938700199127197	0.23361537	8.933024883270264	0.29462787625868425	0.0030324459075927734	0.22713911834073866	0.026319026947021484	0.22939862	0.002972126007080078	0.5675251347191407	0.6990616321563721	0.5675251347191407	0.7346203327178955	0.5675251347191407	2.096212863922119	0.5675251347191407	2.126880645751953
SE	448	0.33203888563691447	0.003889799118041992	0.25118565646583757	0.02616262435913086	0.31553203	1.0162899494171143	0.25338033	8.718953609466553	0.3293017420030506	0.0033905506134033203	0.25727475754130236	0.02636885643005371	0.2433539	0.0028793811798095703	0.5553943989679204	0.6928415298461914	0.5553943989679204	0.6996872425079346	0.5553943989679204	2.119781017303467	0.5553943989679204	2.1334593296051025
SE	449	0.24987500110251756	0.003946065902709961	0.20462821707653137	0.026311397552490234	0.2687665	0.993896484375	0.2042716	8.840111017227173	0.2725989415584255	0.0032050609588623047	0.20763246230558582	0.02678680419921875	0.20085417	0.002949237823486328	0.5424117729232859	0.6708614826202393	0.5424117729232859	0.7118737697601318	0.5424117729232859	2.117722749710083	0.5424117729232859	2.134408712387085
SE	450	0.2720171993641556	0.0038924217224121094	0.20520185835700466	0.026201963424682617	0.27512825	0.9373593330383301	0.19471668	8.43181324005127	0.2696087277089211	0.003570079803466797	0.20166037123235464	0.026782751083374023	0.19945398	0.0030052661895751953	0.4711696047238257	0.6453895568847656	0.4711696047238257	0.6825113296508789	0.4711696047238257	2.0964627265930176	0.4711696047238257	2.143616199493408
SE	451	0.23172034727230065	0.0037059783935546875	0.16965172562987318	0.026707887649536133	0.22651324	0.9716534614562988	0.17084919	8.582193613052368	0.2368375847338819	0.003067493438720703	0.17541899054307689	0.02666306495666504	0.17527929	0.0028655529022216797	0.5467557891120336	0.6600682735443115	0.5467557891120336	0.686767578125	0.5467557891120336	2.1160929203033447	0.5467557891120336	2.173325538635254
SE	452	0.26069303833744056	0.004723787307739258	0.21769726701163808	0.04145359992980957	0.3088198	1.1121265888214111	0.21384297	8.76309871673584	0.25878738613037616	0.002838134765625	0.22273744486663824	0.0265810489654541	0.2033694	0.0028848648071289062	0.5541652336949309	0.6645803451538086	0.5541652336949309	0.697974443435669	0.5541652336949309	2.1433050632476807	0.5541652336949309	2.193601369857788
SE	453	0.32298101280803665	0.0034379959106445312	0.24520123990664264	0.026350021362304688	0.32857972	0.9732706546783447	0.24051157	8.8701753616333	0.3432075750446481	0.0030150413513183594	0.25467141472891036	0.02621150016784668	0.24692097	0.002832174301147461	0.5955336821657475	0.6620159149169922	0.5955336821657475	0.6948018074035645	0.5955336821657475	2.0694093704223633	0.5955336821657475	2.116537094116211
SE	454	0.209076555228977	0.0037653446197509766	0.15195274414614002	0.026565074920654297	0.19645514	0.9675219058990479	0.15638112	8.55526328086853	0.21676844563359166	0.003251791000366211	0.15950596859412472	0.026296138763427734	0.16082314	0.002871274948120117	0.5076184947103292	0.6765799522399902	0.5076184947103292	0.6899051666259766	0.5076184947103292	2.0834901332855225	0.5076184947103292	2.142484664916992
SE	455	0.22484411291818304	0.003942012786865234	0.16545016839649726	0.026458024978637695	0.22499184	0.9786186218261719	0.16581978	8.771743297576904	0.23184749580663888	0.0033485889434814453	0.16578512975493806	0.026161670684814453	0.16971587	0.0031342506408691406	0.5779987212625919	0.6680994033813477	0.5779987212625919	0.7026510238647461	0.5779987212625919	2.0983853340148926	0.5779987212625919	2.170464038848877
SE	456	0.2731576680147001	0.0036742687225341797	0.2117920249554928	0.025829076766967773	0.30008334	0.9649803638458252	0.20734043	8.844496488571167	0.28441405376136775	0.003041982650756836	0.21227241721012183	0.02602076530456543	0.20267332	0.0030078887939453125	0.5141790255327182	0.6634166240692139	0.5141790255327182	0.699578046798706	0.5141790255327182	2.180765390396118	0.5141790255327182	2.2391786575317383
