signature	seed	sklearn_dt_rmse	sklearn_dt_time	sklearn_rf_rmse	sklearn_rf_time	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_dt_rmse	tangent_dt_time	tangent_rf_rmse	tangent_rf_time	knn_rmse	knn_time	tangent_mlp_rmse	tangent_mlp_time	ambient_mlp_rmse	ambient_mlp_time	tangent_gnn_rmse	tangent_gnn_time	ambient_gnn_rmse	ambient_gnn_time
HH	0	0.21926960520348623	0.003953695297241211	0.17199796315263557	0.026560068130493164	0.20913601	1.0512025356292725	0.17254235	9.121175289154053	0.2426171244480115	0.0029859542846679688	0.17960529901003278	0.02639031410217285	0.16587633	0.004777431488037109	0.5434357994560218	0.13959455490112305	0.5434357994560218	0.14538049697875977	0.5434357994560218	0.41828322410583496	0.5434357994560218	0.42684388160705566
HH	1	0.29247365733583486	0.0043141841888427734	0.21894004908123801	0.02633833885192871	0.26943684	1.0424866676330566	0.19869025	9.244016885757446	0.2921051625686105	0.0037832260131835938	0.20521028055909696	0.02643871307373047	0.21161586	0.004723072052001953	0.587288765823939	0.13843846321105957	0.587288765823939	0.13587212562561035	0.587288765823939	0.41661572456359863	0.587288765823939	0.4229466915130615
HH	2	0.20663192301438205	0.004431724548339844	0.15435157477532616	0.026668787002563477	0.19219065	1.0571660995483398	0.16139472	9.4348783493042	0.21782713074887977	0.0034034252166748047	0.15041007806671605	0.026366472244262695	0.15113308	0.006114006042480469	0.40271341430329133	0.14711642265319824	0.40271341430329133	0.15056300163269043	0.40271341430329133	0.4133107662200928	0.40271341430329133	0.4323720932006836
HH	3	0.22619452828798606	0.004181623458862305	0.15796909077053484	0.026115894317626953	0.21199189	1.0430803298950195	0.15338548	9.166477918624878	0.1939875355552181	0.0029451847076416016	0.14867162539709441	0.026180267333984375	0.15646659	0.003345489501953125	0.5305629062193409	0.1314864158630371	0.5305629062193409	0.13644742965698242	0.5305629062193409	0.41787195205688477	0.5305629062193409	0.42627859115600586
HH	4	0.2685678405150234	0.004190683364868164	0.19751066727480177	0.026089191436767578	0.24001545	1.0317378044128418	0.19047578	8.872718811035156	0.25078234415189693	0.0033407211303710938	0.20126231947115503	0.02604055404663086	0.18479748	0.003347158432006836	0.4663850716961445	0.13178133964538574	0.4663850716961445	0.13813400268554688	0.4663850716961445	0.42052626609802246	0.4663850716961445	0.42293858528137207
HH	5	0.331214640169092	0.00400233268737793	0.22213551151396188	0.026148080825805664	0.30111012	1.0295360088348389	0.22688751	8.928286075592041	0.28766053203229536	0.0029473304748535156	0.2206796862573561	0.026275634765625	0.23202643	0.0034322738647460938	0.5109253101919234	0.13187766075134277	0.5109253101919234	0.14078021049499512	0.5109253101919234	0.4122803211212158	0.5109253101919234	0.46003270149230957
HH	6	0.24724346104059092	0.0038890838623046875	0.20052557488297007	0.026006221771240234	0.2628472	1.2103865146636963	0.20120116	9.527483463287354	0.2528281974772933	0.0029926300048828125	0.19061409022799686	0.026552915573120117	0.19623016	0.0034661293029785156	0.5575894726997465	0.13192057609558105	0.5575894726997465	0.13519024848937988	0.5575894726997465	0.4168589115142822	0.5575894726997465	0.46962475776672363
HH	7	0.24003451466383707	0.00412750244140625	0.17678903737178672	0.02739405632019043	0.23834717	1.1352932453155518	0.17052513	8.9988534450531	0.23603227939942284	0.002899169921875	0.17506856640241716	0.026190996170043945	0.17112671	0.003354310989379883	0.5771292488422067	0.13209891319274902	0.5771292488422067	0.13976120948791504	0.5771292488422067	0.41781020164489746	0.5771292488422067	0.424177885055542
HH	8	0.24867553470337608	0.004366159439086914	0.20750895555956922	0.026214122772216797	0.24962108	1.0394978523254395	0.20141837	9.058187484741211	0.2802135542655374	0.0033538341522216797	0.20940866227317723	0.026602983474731445	0.19323719	0.0034601688385009766	0.5771279210611973	0.13106250762939453	0.5771279210611973	0.13648247718811035	0.5771279210611973	0.4118680953979492	0.5771279210611973	0.4322679042816162
HH	9	0.20053713447191204	0.004121065139770508	0.1572872175291498	0.026435136795043945	0.20234294	1.0578656196594238	0.16766794	9.265486717224121	0.21870758244890892	0.0031380653381347656	0.15924647912768067	0.02630329132080078	0.1546687	0.0033664703369140625	0.4562029302722953	0.13220477104187012	0.4562029302722953	0.13591480255126953	0.4562029302722953	0.4138221740722656	0.4562029302722953	0.4200723171234131
HE	10	0.2800324339852207	0.003663778305053711	0.21538655718349958	0.02611827850341797	0.26830423	1.0062453746795654	0.21061909	8.831063032150269	0.2766807651856688	0.0030417442321777344	0.2131931187743227	0.026126861572265625	0.20486651	0.0031375885009765625	0.5208678443662768	0.1333324909210205	0.5208678443662768	0.1393592357635498	0.5208678443662768	0.4113767147064209	0.5208678443662768	0.42231035232543945
HE	11	0.2766138540528836	0.003340482711791992	0.22805905677961813	0.02625107765197754	0.28907707	1.016829252243042	0.209556	8.838443040847778	0.2800293853778028	0.002819538116455078	0.20811468292126023	0.02619314193725586	0.22292958	0.0030536651611328125	0.5325866044729931	0.13468623161315918	0.5325866044729931	0.13638854026794434	0.5325866044729931	0.41564488410949707	0.5325866044729931	0.42260217666625977
HE	12	0.24500225137376352	0.004122257232666016	0.1832019490270096	0.02641463279724121	0.24506842	1.0351791381835938	0.18463042	9.003196954727173	0.24268637012117983	0.004198312759399414	0.18673791010702376	0.02930617332458496	0.17439058	0.0032532215118408203	0.4861250573909708	0.14522528648376465	0.4861250573909708	0.15889501571655273	0.4861250573909708	0.49329662322998047	0.4861250573909708	0.49251246452331543
HE	13	0.32975926244494963	0.003765106201171875	0.22649503642839583	0.02594161033630371	0.3167915	1.0470998287200928	0.22773877	9.201800346374512	0.30966706034029134	0.0029723644256591797	0.22549589920200286	0.026666641235351562	0.23626621	0.0031709671020507812	0.6350469547370725	0.15403056144714355	0.6350469547370725	0.16525530815124512	0.6350469547370725	0.5253863334655762	0.6350469547370725	0.5141005516052246
