sklearn_dt	sklearn_rf	product_dt	product_rf	tangent_dt	tangent_rf	knn	ps_perceptron	seed
0.7452830188679245	0.7452830188679245	0.7452830188679245	0.7547169811320755	0.7452830188679245	0.7547169811320755	0.5377358490566038	0.5377358490566038	0
0.7075471698113207	0.660377358490566	0.7264150943396226	0.7264150943396226	0.7075471698113207	0.7075471698113207	0.5849056603773585	0.5849056603773585	1
0.7452830188679245	0.7735849056603774	0.7452830188679245	0.7641509433962265	0.7452830188679245	0.7641509433962265	0.42452830188679247	0.5754716981132075	2
0.7075471698113207	0.6981132075471698	0.7075471698113207	0.7075471698113207	0.7169811320754716	0.6698113207547169	0.46226415094339623	0.5377358490566038	3
0.7169811320754716	0.6886792452830188	0.7075471698113207	0.7075471698113207	0.7169811320754716	0.7169811320754716	0.5754716981132075	0.5754716981132075	4
0.7830188679245284	0.7641509433962265	0.7735849056603774	0.7735849056603774	0.7830188679245284	0.7547169811320755	0.4811320754716981	0.5188679245283019	5
0.8584905660377359	0.8584905660377359	0.8490566037735849	0.8679245283018868	0.8584905660377359	0.8679245283018868	0.5754716981132075	0.5754716981132075	6
0.7735849056603774	0.7735849056603774	0.7641509433962265	0.7830188679245284	0.7735849056603774	0.7830188679245284	0.5377358490566038	0.5377358490566038	7
0.7264150943396226	0.7264150943396226	0.7358490566037735	0.7547169811320755	0.7264150943396226	0.7169811320754716	0.49056603773584906	0.5094339622641509	8
0.6792452830188679	0.6698113207547169	0.660377358490566	0.6792452830188679	0.6698113207547169	0.6792452830188679	0.4811320754716981	0.5188679245283019	9
0.7735849056603774	0.7924528301886793	0.7735849056603774	0.8018867924528302	0.7924528301886793	0.8113207547169812	0.49056603773584906	0.5094339622641509	10
0.8207547169811321	0.8113207547169812	0.8207547169811321	0.839622641509434	0.8207547169811321	0.8207547169811321	0.5283018867924528	0.5283018867924528	11
0.8018867924528302	0.8018867924528302	0.8113207547169812	0.8113207547169812	0.8113207547169812	0.8018867924528302	0.41509433962264153	0.5849056603773585	12
0.7830188679245284	0.7830188679245284	0.7830188679245284	0.7830188679245284	0.7830188679245284	0.7641509433962265	0.4811320754716981	0.5188679245283019	13
