sklearn_dt	sklearn_rf	product_dt	product_rf	tangent_dt	tangent_rf	knn	curvature	seed
0.23031233062165268	0.22568938226310425	0.22808649	0.226921	0.22051769139082159	0.22028624194813354	0.23370296	-4.0	0
0.1815628404677049	0.18102096786253885	0.17429917	0.17641185	0.18142353034450626	0.1787510807307196	0.17928962	-4.0	1
0.15367562825138098	0.14899453155227302	0.14844811	0.14802524	0.15454328882932736	0.15144659315070172	0.15767364	-4.0	2
0.20203893936680603	0.19198343160187872	0.18499583	0.17927504	0.19509052477988906	0.1901926062072926	0.19915111	-4.0	3
0.18653284920762458	0.18588710741829104	0.1843947	0.17734075	0.17928024133298975	0.17748238307141453	0.18620643	-4.0	4
0.1760010766918415	0.169601921957014	0.16302225	0.1585465	0.1781739778636211	0.1723077463834975	0.1685614	-4.0	5
0.20462002616628336	0.20353392751949617	0.20668912	0.2009079	0.2135275872423442	0.20571268326699754	0.20722347	-4.0	6
0.2365109688325652	0.22890281851569708	0.22698773	0.22023386	0.22255434471591778	0.22140945965011224	0.2350175	-4.0	7
0.15688092998705244	0.15934721744743113	0.14023314	0.13920058	0.16031897189848424	0.150894002474084	0.15358116	-4.0	8
0.17066634407858777	0.17349110662383357	0.17040206	0.16975015	0.18479835653430654	0.1660943976800149	0.15568963	-4.0	9
0.15589841835887944	0.15498648283407496	0.15351483	0.14697875	0.15710068598403443	0.15307458623947048	0.16041286	-4.0	10
0.18721521036426203	0.18614892203419187	0.17869054	0.17752601	0.19144268423638602	0.1848388735517712	0.1919923	-4.0	11
0.20290273384416133	0.2016136151292645	0.18929023	0.19527355	0.197397869132278	0.19425979896847131	0.20522414	-4.0	12
0.19033635642942173	0.18326884311521977	0.17794259	0.17498778	0.18653072630955175	0.1843174301619726	0.18418062	-4.0	13
0.24256845857981246	0.2184134337904347	0.21608174	0.20903763	0.21281113784839392	0.2075108829454391	0.22721381	-4.0	14
0.21001275887653675	0.2091816024895249	0.2129379	0.20837137	0.21319340047938332	0.21016261810379946	0.210661	-4.0	15
0.19715653697709684	0.18765590861304016	0.20335303	0.1917063	0.18938193305402934	0.18433302415295252	0.19854489	-4.0	16
0.2039098918028668	0.20134192049576338	0.20465077	0.19847427	0.2013933721233043	0.19576559194759688	0.1955803	-4.0	17
0.20976797325634894	0.20856372141625762	0.22667794	0.21863529	0.21232820394761143	0.21189859335857425	0.22477539	-4.0	18
0.23605435108771886	0.22889599984063064	0.21566257	0.21893492	0.2283261868177499	0.22466901524159705	0.23421162	-4.0	19
0.1988759269680458	0.19777383982947974	0.18919684	0.19270428	0.19496194373065512	0.19238273210628923	0.19631992	-4.0	20
0.24364583564344214	0.23812812269930164	0.2375416	0.23885751	0.2385415389051028	0.23891092149693527	0.23767002	-4.0	21
0.17763391167727358	0.1783596638463749	0.17092536	0.1647993	0.17478670821153452	0.1700198188800382	0.18945138	-4.0	22
0.20478803086375688	0.1992817969127158	0.19966336	0.1940563	0.1956212407643495	0.19424869406671474	0.19917756	-4.0	23
0.2518576849871117	0.24560612856501599	0.24968201	0.23207846	0.2540793587392716	0.24436345547306448	0.24846715	-4.0	24
0.21461359044774234	0.21325387951538796	0.2161859	0.21232256	0.2177257568419488	0.21189844504691824	0.22461273	-4.0	25
0.18302219847072665	0.18185758213134703	0.2005502	0.18594386	0.18264176832703066	0.179487099591788	0.21296188	-4.0	26
0.1351316188377136	0.1356975972585415	0.1398468	0.1346682	0.1385643812338376	0.13370012616468813	0.1424025	-4.0	27
0.1852522417476772	0.18180073956729811	0.1808379	0.1711716	0.18529179199497647	0.1750518713239702	0.17421742	-4.0	28
0.19249647379868734	0.18742901476637233	0.18150437	0.1761129	0.18719789695782463	0.18495015557985883	0.1740908	-4.0	29
0.19122022674819286	0.18774558421792495	0.17239949	0.16786072	0.17586242468388583	0.17365056783557536	0.17555976	-4.0	30
0.14279316563394773	0.1384064034584536	0.14411546	0.1352309	0.1402965869016798	0.1404013039086773	0.1405345	-4.0	31
0.22418594064606287	0.214691854201942	0.203834	0.19747439	0.2145369290945437	0.20701369760531008	0.21771622	-4.0	32
0.17036527245085623	0.16384764926173404	0.16137703	0.15485884	0.16667341578431033	0.16143254420685163	0.1679617	-4.0	33
0.21585815111863307	0.21929832589671025	0.20794845	0.20926213	0.21568485056098366	0.21233797903792936	0.21751918	-4.0	34
0.20984199721120705	0.20725603798066997	0.20125261	0.20057839	0.20840143257531932	0.20243329314801867	0.21334787	-4.0	35
0.1524457826202144	0.15030595428603408	0.14794596	0.1439548	0.15169362745028567	0.14678950696420345	0.14358583	-4.0	36
0.2116476695520776	0.21027109472285815	0.21514213	0.21322109	0.21810216841883956	0.20772831952876813	0.20457765	-4.0	37
0.21178940302401894	0.21671580704475044	0.21407601	0.20307222	0.20580055378933496	0.1997786930317845	0.21239166	-4.0	38
0.2554194788935752	0.2502534571642111	0.25586823	0.24394694	0.25243094874444183	0.2501051498943398	0.27139032	-4.0	39
0.21342248450991955	0.21032784062302945	0.20719042	0.2040475	0.2144495586059563	0.20977920014998555	0.21733479	-4.0	40
0.19378165835633862	0.19326253769671023	0.18882714	0.1883099	0.19469615462300452	0.18927773680954132	0.20817639	-4.0	41
0.2187677311022173	0.22291862775154025	0.2097905	0.21140729	0.23124237848991827	0.22182584455445883	0.22622675	-4.0	42
0.18365007762590896	0.1812224427834725	0.17315614	0.16840458	0.1798879073712043	0.17434148070906214	0.17934166	-4.0	43
0.20625149860528827	0.20709656048267985	0.20130056	0.20010692	0.20116236656718586	0.19790614643284765	0.20988473	-4.0	44
0.20151636645179255	0.19778795153333645	0.20742485	0.19957046	0.20240509353561886	0.19906296733783993	0.2240877	-4.0	45
0.2566791191084331	0.2501299492494431	0.25903937	0.24199022	0.24684289051720437	0.2452803630832848	0.2726924	-4.0	46
0.1784271157260397	0.17499046678713487	0.17921643	0.1781312	0.18734159319883772	0.17706870041960762	0.19209997	-4.0	47
0.21124304808406547	0.20711768089530413	0.19388175	0.18769127	0.20561037364742915	0.19884052282666714	0.19468252	-4.0	48
0.18229126503920853	0.18150466620362968	0.18067178	0.17876326	0.18278833118374424	0.18099174512617155	0.19069394	-4.0	49
0.19029600056667095	0.1870957383362972	0.18996613	0.18623456	0.19048658693336706	0.1866314050976024	0.20333554	-4.0	50
0.1427918170346874	0.14120356746654483	0.1378972	0.13343899	0.14430274227151985	0.13613903735718133	0.14532125	-4.0	51
0.184991467211915	0.18307964544146005	0.16827431	0.16317013	0.17400433938822768	0.17214452405378813	0.1553513	-4.0	52
0.21251155754443735	0.21440763323330433	0.20864972	0.20627953	0.21274409961290197	0.21093391928858168	0.22182159	-4.0	53
0.1909341005780765	0.1912955768692818	0.17237729	0.16677746	0.18562895213903166	0.18649715991062646	0.17016192	-4.0	54
0.18343487500245503	0.18438371462606426	0.19625078	0.18372157	0.1861788548745441	0.1824933683006951	0.1890039	-4.0	55
0.21508974564646122	0.21368739193715727	0.21956874	0.20526402	0.21388458113638473	0.2095410221782438	0.21551077	-4.0	56
0.2151827165896184	0.2140182778411192	0.21795519	0.20749007	0.20893114289125053	0.20723725422908712	0.21966603	-4.0	57
0.19824102223293028	0.19065492674939585	0.19926347	0.19282748	0.18951214983209871	0.18667874432198975	0.20543712	-4.0	58
0.2001880312057053	0.1917265426848835	0.21793677	0.2046245	0.2085003528152549	0.19900245997506846	0.2023411	-4.0	59
0.2394300795842642	0.23352902448616047	0.23302284	0.22905466	0.23249984949830033	0.2262987287680333	0.23199923	-4.0	60
0.18858525758646916	0.1824048935259597	0.18023525	0.17699543	0.17774069393416694	0.17409997745329012	0.16897424	-4.0	61
0.21712361851372153	0.20965213068622315	0.19984312	0.20089987	0.20344999635012045	0.20355512452434804	0.2068549	-4.0	62
0.20017677895297484	0.19437723211171998	0.19122997	0.19375902	0.1865689146398847	0.19033951470083832	0.20244645	-4.0	63
0.21948953668649546	0.21068361352781895	0.20793608	0.19975041	0.2121580991541012	0.20628468280136447	0.21011102	-4.0	64
0.1784647740151662	0.17248758714715234	0.17460193	0.17158057	0.1748980935686849	0.1721806065242871	0.1726921	-4.0	65
0.23218226929380445	0.22753160643910228	0.23331034	0.23063017	0.23729396579798928	0.2334266383720976	0.21637227	-4.0	66
0.2060862196762513	0.20139245654085122	0.22794336	0.21972834	0.19978367861423466	0.1985688514393062	0.21219593	-4.0	67
0.2238563800341706	0.2228853379555001	0.20886627	0.2081641	0.21372894015239474	0.21349500316733236	0.21872316	-4.0	68
0.18463180847866978	0.18662926848744738	0.18767437	0.18626691	0.19119688075251154	0.18488611527303855	0.19191045	-4.0	69
0.19498047222417544	0.19379825008909102	0.19445634	0.18340033	0.19068061172980624	0.19290841821015725	0.19559255	-4.0	70
0.1805771965038394	0.1737671377710885	0.1492379	0.14028464	0.1634834522673183	0.1581887990796636	0.1408999	-4.0	71
0.1395227501186782	0.13412900697069818	0.1404744	0.13851495	0.13208581323349525	0.13135987572181543	0.14533597	-4.0	72
0.19928523525724443	0.19865236817398216	0.17498879	0.1725098	0.18983052342344164	0.18875128158983404	0.18820554	-4.0	73
0.20904242880423785	0.20245827016289267	0.20302297	0.19763964	0.20431784573851172	0.20105256801588786	0.19460894	-4.0	74
0.16678658552809303	0.15423402032382774	0.1452374	0.13966863	0.15242962382946612	0.1421409769581795	0.14371398	-4.0	75
0.23374811020892075	0.22826866870452223	0.2242636	0.22627532	0.22630888234935317	0.2256812006898281	0.24083628	-4.0	76
0.19239440968925908	0.18497196161697094	0.18261886	0.1769291	0.1787189860424345	0.17953600675443737	0.1812342	-4.0	77
0.2006694350526768	0.19031714971602323	0.21635096	0.18842864	0.20314762064257424	0.19142530445371833	0.18170492	-4.0	78
0.2020979805797137	0.197763202879195	0.19440192	0.19647373	0.20134667979044898	0.19527999205757626	0.19909717	-4.0	79
0.21386850873938665	0.2083666852795825	0.20945431	0.20596917	0.21094769405352676	0.20232352162058373	0.21152504	-4.0	80
0.19618504578576668	0.19434950833695827	0.19503662	0.18792182	0.19678690696813164	0.19042719998906638	0.20394072	-4.0	81
0.1790572089236565	0.17491708345518983	0.17824118	0.17386988	0.17638265393735217	0.1735140757177012	0.17881154	-4.0	82
0.20140541082555513	0.20085168540905501	0.19673796	0.19001058	0.1987074323374672	0.19793997580670158	0.2067892	-4.0	83
0.22315328167424642	0.22878574337503374	0.22746192	0.21467462	0.2314438005341636	0.22569361396090165	0.23751599	-4.0	84
0.2503106495422759	0.24337456302431507	0.2559441	0.24670821	0.25399843100309816	0.245576875309332	0.2520408	-4.0	85
0.16703346859607224	0.16934901866513274	0.1860583	0.17650574	0.16746754959675844	0.1681421833755492	0.18412474	-4.0	86
0.21951263671300963	0.21510427345583585	0.21484105	0.20932518	0.21628824869495517	0.21042127590082899	0.21940988	-4.0	87
0.198296340904162	0.19606308313762005	0.19123736	0.18959798	0.20608616704437252	0.19447839051704266	0.19127123	-4.0	88
0.16331892972798343	0.16600587014165993	0.15261088	0.15149462	0.160777691479222	0.1430856970645836	0.14537339	-4.0	89
0.19275197903031302	0.18835647175149167	0.17709392	0.17646313	0.18834962244804435	0.1805178238394161	0.198648	-4.0	90
0.22609157612529826	0.2207264449926309	0.22479767	0.22503363	0.2229879925724966	0.22205446301428164	0.23532884	-4.0	91
0.19979622129286345	0.20160082395782838	0.19410314	0.1938976	0.19790370133487348	0.19570332430067602	0.20613174	-4.0	92
0.19682900093219985	0.19684217316402744	0.21033561	0.19701828	0.19036529516092127	0.18980694463823874	0.19465461	-4.0	93
0.24265091531456062	0.24225389798720173	0.23222102	0.23476046	0.24233921843437636	0.23901069055026272	0.23716098	-4.0	94
0.19576593394341663	0.18733132490074855	0.17796831	0.17823541	0.18275607849609637	0.1833918712163901	0.16491815	-4.0	95
0.19389557966892343	0.18301775726937655	0.17822471	0.1765712	0.1719062720376869	0.17421850190233282	0.18321782	-4.0	96
0.18148150806381452	0.18616529489670813	0.18662776	0.17343934	0.20069048268572334	0.18538645833028852	0.17729592	-4.0	97
0.19535465855778011	0.18934763057077186	0.17457396	0.17443691	0.1869643311314092	0.1791238510501872	0.1841751	-4.0	98
0.20398249987467418	0.19726428820732217	0.19812155	0.18526821	0.2009067699871851	0.191555931698418	0.18719585	-4.0	99
0.17915441760593487	0.1676364048474622	0.163485	0.16236204	0.17186209721015872	0.16688990194479722	0.17187425	-2.0	100
0.16586710727043166	0.15851610068466845	0.16696538	0.16173448	0.1575570359924815	0.158549366008517	0.16467026	-2.0	101
0.1698751611062641	0.16401850472388002	0.16280238	0.16262244	0.1650507655176046	0.1617903861069917	0.1785833	-2.0	102
0.18992105257395667	0.1860800582889909	0.19284426	0.18302706	0.1877121308980626	0.1786933890388719	0.19827388	-2.0	103
0.19648381159171255	0.1925082209419976	0.19728005	0.18981175	0.18969856362335905	0.19109300352707861	0.20583265	-2.0	104
0.17909590678687823	0.17832019239776228	0.1753571	0.17387015	0.17871539553356075	0.17580058104631174	0.19191138	-2.0	105
0.21362745153316154	0.20988629289419283	0.21109997	0.2064254	0.21710268096175558	0.21176980555470076	0.21358225	-2.0	106
0.18303611480318416	0.17575770013046307	0.18127294	0.17361818	0.17350037300722873	0.1762940765495574	0.17784843	-2.0	107
0.1602746582947015	0.1587123998886533	0.16336304	0.15691966	0.15550624543008598	0.15331092693278484	0.16132563	-2.0	108
0.1922068908576291	0.18804806272400534	0.18706872	0.18159842	0.18786194517143556	0.18631519915860664	0.17254227	-2.0	109
0.1848913598258262	0.1850335164036718	0.19952074	0.18385784	0.1890894980647647	0.1845918465186913	0.19755653	-2.0	110
0.1792355490674872	0.1769310735828009	0.16406843	0.1641889	0.17723892536489932	0.1682712657242651	0.16949324	-2.0	111
0.1943166524215156	0.18730671415899033	0.18664296	0.1850159	0.1885716342278561	0.18388607729398007	0.1925212	-2.0	112
0.22545584099808502	0.21802451882979124	0.22278371	0.21521947	0.22271130241853923	0.22204236006032602	0.22978637	-2.0	113
0.21277608826740677	0.2016430012103521	0.21792538	0.20610625	0.20701679065276365	0.20282476123096377	0.20295893	-2.0	114
0.2078190951971602	0.20828078069573705	0.20774037	0.2018623	0.20573627370429964	0.20104652508501003	0.22005889	-2.0	115
0.16942556209470191	0.16317554162231285	0.16203621	0.15910953	0.16633557574169316	0.16209284705967866	0.16462594	-2.0	116
0.2152569578054637	0.2075222134023801	0.20927817	0.2041553	0.20210281340379566	0.20365202447959835	0.2098064	-2.0	117
0.2012205803603593	0.1987546272155259	0.19536084	0.19235969	0.2002903017809015	0.1965377437494875	0.19773148	-2.0	118
0.23702771351738133	0.23540769500787806	0.23998284	0.23403193	0.23511955577564744	0.23123046419828308	0.24662735	-2.0	119
0.2281912212571115	0.2224761556274027	0.22925939	0.22292529	0.22630472893916898	0.22490863203774025	0.22742425	-2.0	120
0.20777525139391087	0.20258195607850166	0.20195639	0.19953209	0.20489609649025042	0.20147752048324605	0.2052116	-2.0	121
0.21210512471868256	0.20564489873689748	0.2005353	0.19581027	0.20423703863121603	0.2081236138381669	0.20079666	-2.0	122
0.2397063591581098	0.23820808209596564	0.24612352	0.2363282	0.24291335190178168	0.2377832552300537	0.2548741	-2.0	123
0.1423329193291633	0.13679686274371866	0.1310642	0.13047081	0.1375385727644989	0.1325270873442597	0.13511485	-2.0	124
0.2184554064467521	0.21939302663027638	0.22707161	0.22245122	0.20865475010402793	0.20912986158102814	0.22938867	-2.0	125
0.24201351789316575	0.23707570387606083	0.23545639	0.23171788	0.2485175902725042	0.2348087282191694	0.2368399	-2.0	126
0.22786331997858172	0.2208135389190952	0.21272786	0.20295407	0.21474930575845222	0.21529268381398153	0.20500325	-2.0	127
0.2342160517339651	0.22721182009470436	0.22762251	0.22371714	0.22932009077866267	0.22510145526404962	0.23776944	-2.0	128
0.2677198077783936	0.26278769911710503	0.2833527	0.27279976	0.26506227407352395	0.2631981692105253	0.28795218	-2.0	129
0.20267278981597328	0.1983054475401592	0.20643741	0.1978039	0.1970279600937801	0.1952615866969177	0.20159087	-2.0	130
0.23640960611164955	0.23035515796963116	0.22589256	0.22384399	0.22647825658036294	0.22617622252170747	0.24174301	-2.0	131
0.18250428512321873	0.17712374175382858	0.17227371	0.17152856	0.17900480898987456	0.17724475993508648	0.17562366	-2.0	132
0.19541652412850333	0.1907472799880797	0.19445111	0.18693216	0.19019474806373665	0.18671841315744078	0.20605877	-2.0	133
0.20096216682884965	0.19836769905440613	0.20087355	0.19390327	0.19531589646740208	0.19415492546592603	0.20534156	-2.0	134
0.21470531953547184	0.21279675604981996	0.21206248	0.20973177	0.2150576905648862	0.21192721869089232	0.22483765	-2.0	135
0.2168728667303	0.22357311661321774	0.22645898	0.20961851	0.23248869738163092	0.22518868972244135	0.22511049	-2.0	136
0.18102352368630215	0.1792873640921828	0.1871176	0.17963389	0.17795650706129507	0.17555736087351656	0.17472766	-2.0	137
